,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
177584,34430551,09/29/2016 12:00:00 AM,10/12/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11216,,,,,THROOP AVENUE,FULTON STREET,INTERSECTION,BROOKLYN,,,Closed,10/29/2016 10:51:22 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/12/2016 12:00:00 AM,03 BROOKLYN,BROOKLYN,1000801.0,186984.0,Unspecified,BROOKLYN,,,,,,,,40.67988917609246,-73.94032760874937,"(40.67988917609246, -73.94032760874937)"
177585,34430552,09/29/2016 12:00:00 AM,10/03/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11206,130 HEYWARD STREET,HEYWARD STREET,LEE AVENUE,MARCY AVENUE,,,ADDRESS,BROOKLYN,,,Closed,10/29/2016 05:01:59 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/03/2016 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,996682.0,195145.0,Unspecified,BROOKLYN,,,,,,,,40.70229597961,-73.95516304248896,"(40.70229597961, -73.95516304248896)"
177586,34431071,09/29/2016 12:00:00 AM,09/30/2016 03:53:51 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,10002,133 PITT STREET,PITT STREET,STANTON STREET,AVENUE C,,,ADDRESS,NEW YORK,,,Closed,10/29/2016 04:48:11 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/30/2016 03:53:51 PM,03 MANHATTAN,MANHATTAN,989361.0,201675.0,Unspecified,MANHATTAN,,,,,,,,40.720226533969814,-73.98156182961009,"(40.720226533969814, -73.98156182961009)"
177588,34431335,09/29/2016 12:00:00 AM,10/12/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10463,3853 WALDO AVENUE,WALDO AVENUE,DASH PLACE,MANHATTAN COLLEGE PARKWAY,,,ADDRESS,BRONX,,,Closed,10/29/2016 10:22:07 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/12/2016 12:00:00 AM,08 BRONX,BRONX,1010976.0,262894.0,Unspecified,BRONX,,,,,,,,40.88821680416822,-73.90334105192935,"(40.88821680416823, -73.90334105192935)"
177589,34431387,09/29/2016 12:00:00 AM,09/29/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Mixed Use Building,10457,1504 SHERIDAN AVENUE,SHERIDAN AVENUE,EAST 172 STREET,EAST MT EDEN AVENUE,,,ADDRESS,BRONX,,,Closed,10/29/2016 07:13:12 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/29/2016 07:16:37 PM,04 BRONX,BRONX,1008775.0,245639.0,Unspecified,BRONX,,,,,,,,40.840863472892416,-73.91136446776771,"(40.840863472892416, -73.91136446776771)"
177590,34431399,09/29/2016 12:00:00 AM,10/05/2016 06:45:54 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Mixed Use Building,11106,31-08 31 STREET,31 STREET,31 AVENUE,BROADWAY,,,ADDRESS,Astoria,,,Closed,10/29/2016 04:00:44 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/05/2016 06:45:54 PM,01 QUEENS,QUEENS,1005340.0,217581.0,Unspecified,QUEENS,,,,,,,,40.76386085988579,-73.92386698954714,"(40.76386085988579, -73.92386698954714)"
177591,34431457,09/29/2016 12:00:00 AM,10/07/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,10013,1-31 GREENE ST,GREENE ST,,,,,LATLONG,NEW YORK,,,Closed,10/29/2016 11:02:19 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/07/2016 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,983611.0,202134.0,Unspecified,MANHATTAN,,,,,,,,40.721487831593706,-74.00230526585237,"(40.7214878315937, -74.00230526585237)"
177592,34431458,09/29/2016 12:00:00 AM,10/13/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Catch Basin/Sewer,10465,1405 KEARNEY AVENUE,KEARNEY AVENUE,CONNELL PLACE,COUNTRY CLUB ROAD,,,ADDRESS,BRONX,,,Closed,10/29/2016 08:29:10 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/13/2016 12:00:00 AM,10 BRONX,BRONX,1032797.0,246173.0,Unspecified,BRONX,,,,,,,,40.84222975599149,-73.82454313142256,"(40.84222975599149, -73.82454313142257)"
177593,34431459,09/29/2016 12:00:00 AM,10/16/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,11215,277 1 STREET,1 STREET,4 AVENUE,5 AVENUE,,,ADDRESS,BROOKLYN,,,Closed,10/29/2016 09:50:24 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/16/2016 12:00:00 AM,06 BROOKLYN,BROOKLYN,988821.0,185057.0,Unspecified,BROOKLYN,,,,,,,,40.67461428958149,-73.98352118254672,"(40.674614289581484, -73.98352118254674)"
177594,34431460,09/29/2016 12:00:00 AM,10/02/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10469,1252 ALLERTON AVENUE,ALLERTON AVENUE,STEDMAN PLACE,STEDMAN PLACE,,,ADDRESS,BRONX,,,Closed,10/29/2016 02:52:54 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/02/2016 12:00:00 AM,11 BRONX,BRONX,1025541.0,254577.0,Unspecified,BRONX,,,,,,,,40.865333110259506,-73.85071569473786,"(40.86533311025951, -73.85071569473786)"
177595,34431462,09/29/2016 12:00:00 AM,09/29/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10462,2135 WALLACE AVENUE,WALLACE AVENUE,BRADY AVENUE,LYDIG AVENUE,,,ADDRESS,BRONX,,,Closed,10/29/2016 01:00:21 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/29/2016 01:03:00 PM,11 BRONX,BRONX,1021642.0,250456.0,Unspecified,BRONX,,,,,,,,40.85403959395372,-73.86483518334026,"(40.854039593953715, -73.86483518334026)"
177596,34431463,09/29/2016 12:00:00 AM,10/03/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11385,1807 GEORGE STREET,GEORGE STREET,SENECA AVENUE,FOREST AVENUE,,,ADDRESS,Ridgewood,,,Closed,10/29/2016 09:21:04 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/03/2016 12:00:00 AM,05 QUEENS,QUEENS,1011624.0,194111.0,Unspecified,QUEENS,,,,,,,,40.699424285763,-73.90127781426315,"(40.699424285763, -73.90127781426315)"
177597,34431465,09/29/2016 12:00:00 AM,10/03/2016 04:19:31 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,Vacant Lot,11434,,,165 STREET,SMITH STREET,165 STREET,SMITH STREET,INTERSECTION,Jamaica,,,Closed,10/29/2016 03:35:36 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/03/2016 04:19:31 PM,Unspecified QUEENS,QUEENS,1045547.0,187431.0,Unspecified,QUEENS,,,,,,,,40.6809193259911,-73.77899832837339,"(40.6809193259911, -73.77899832837339)"
177598,34431466,09/29/2016 12:00:00 AM,10/03/2016 04:18:52 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11370,,,ASTORIA BOULEVARD SOUTH,BOODY STREET,ASTORIA BOULEVARD SOUTH,BOODY STREET,INTERSECTION,EAST ELMHURST,,,Closed,10/29/2016 08:32:48 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/03/2016 04:18:52 PM,Unspecified QUEENS,QUEENS,1014038.0,218274.0,Unspecified,QUEENS,,,,,,,,40.765737936452176,-73.89246494471344,"(40.76573793645217, -73.89246494471344)"
177599,34431476,09/29/2016 12:00:00 AM,10/19/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10028,445 EAST   83 STREET,EAST   83 STREET,1 AVENUE,YORK AVENUE,,,ADDRESS,NEW YORK,,,Closed,10/29/2016 02:47:38 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/19/2016 12:00:00 AM,08 MANHATTAN,MANHATTAN,998168.0,221450.0,Unspecified,MANHATTAN,,,,,,,,40.774494456967474,-73.94974924771604,"(40.77449445696748, -73.94974924771603)"
177600,34431479,09/29/2016 12:00:00 AM,10/06/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10031,519 WEST  134 STREET,WEST  134 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,,Closed,10/29/2016 10:51:11 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/06/2016 12:00:00 AM,09 MANHATTAN,MANHATTAN,996940.0,237607.0,Unspecified,MANHATTAN,,,,,,,,40.818842874651295,-73.95415239257144,"(40.8188428746513, -73.95415239257143)"
177601,34431480,09/29/2016 12:00:00 AM,10/17/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11235,BRIGHTON 10 PATH,BRIGHTON 10 PATH,CONEY ISLAND AVENUE,BRIGHTON 10 STREET,,,BLOCKFACE,BROOKLYN,,,Closed,10/29/2016 10:39:30 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/17/2016 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,995665.0,151031.0,Unspecified,BROOKLYN,,,,,,,,40.58121392153872,-73.9589055688132,"(40.58121392153872, -73.9589055688132)"
177602,34431482,09/29/2016 12:00:00 AM,10/20/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10007,,,CHURCH STREET,CHAMBERS STREET,CHURCH STREET,CHAMBERS STREET,INTERSECTION,NEW YORK,,,Closed,10/29/2016 03:26:29 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/20/2016 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,982049.0,199744.0,Unspecified,MANHATTAN,,,,,,,,40.714927605024464,-74.00793957864515,"(40.714927605024464, -74.00793957864515)"
177603,34431989,09/29/2016 12:00:00 AM,09/29/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10011,222 WEST 21ST STREET,WEST 21ST STREET,,,,,LATLONG,NEW YORK,,,Closed,10/29/2016 09:56:30 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/29/2016 09:59:09 PM,Unspecified MANHATTAN,MANHATTAN,984856.0,209995.0,Unspecified,MANHATTAN,,,,,,,,40.743064349133284,-73.99781307742312,"(40.74306434913328, -73.99781307742313)"
177604,34432098,09/29/2016 12:00:00 AM,09/29/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10456,1225 SHERIDAN AVENUE,SHERIDAN AVENUE,,,,,LATLONG,BRONX,,,Closed,10/29/2016 05:39:39 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/29/2016 05:42:58 PM,Unspecified BRONX,BRONX,1007439.0,243454.0,Unspecified,BRONX,,,,,,,,40.83486989394128,-73.91620044204039,"(40.834869893941274, -73.91620044204039)"
177605,34432099,09/29/2016 12:00:00 AM,09/29/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10011,246 WEST 21ST STREET,WEST 21ST STREET,,,,,LATLONG,NEW YORK,,,Closed,10/29/2016 04:06:22 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/29/2016 04:12:51 PM,Unspecified MANHATTAN,MANHATTAN,984651.0,210120.0,Unspecified,MANHATTAN,,,,,,,,40.743407454595314,-73.99855287051237,"(40.74340745459531, -73.99855287051238)"
177606,34432100,09/29/2016 12:00:00 AM,10/03/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,11233,108 THOMAS S BOYLAND STREET,THOMAS S BOYLAND STREET,MARION STREET,SUMPTER STREET,,,ADDRESS,BROOKLYN,,,Closed,10/29/2016 08:48:25 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/03/2016 12:00:00 AM,16 BROOKLYN,BROOKLYN,1008061.0,187477.0,Unspecified,BROOKLYN,,,,,,,,40.681225796768715,-73.91415093321605,"(40.681225796768715, -73.91415093321604)"
177607,34432110,09/29/2016 12:00:00 AM,10/12/2016 02:39:03 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Mixed Use Building,10075,233 EAST   77 STREET,EAST   77 STREET,3 AVENUE,2 AVENUE,,,ADDRESS,NEW YORK,,,Closed,10/29/2016 10:52:08 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/12/2016 02:39:03 PM,08 MANHATTAN,MANHATTAN,996049.0,220764.0,Unspecified,MANHATTAN,,,,,,,,40.77261464926475,-73.95740107195006,"(40.77261464926475, -73.95740107195006)"
177610,34432370,09/29/2016 12:00:00 AM,10/04/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10002,,,,,,,LATLONG,NEW YORK,,,Closed,10/29/2016 01:21:40 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/04/2016 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,990937.0,200410.0,Unspecified,MANHATTAN,,,,,,,,40.71675336221517,-73.97587759321243,"(40.716753362215165, -73.97587759321243)"
177611,34432372,09/29/2016 12:00:00 AM,10/03/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11233,781 HERKIMER STREET,HERKIMER STREET,HUNTERFLY PLACE,ROCHESTER AVENUE,,,ADDRESS,BROOKLYN,,,Closed,10/29/2016 02:45:02 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/03/2016 12:00:00 AM,03 BROOKLYN,BROOKLYN,1004322.0,186460.0,Unspecified,BROOKLYN,,,,,,,,40.67844363152452,-73.92763468559218,"(40.67844363152452, -73.92763468559218)"
177612,34432373,09/29/2016 12:00:00 AM,09/30/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11233,80 SOMERS STREET,SOMERS STREET,ROCKAWAY AVENUE,MOTHER GASTON BOULEVARD,,,ADDRESS,BROOKLYN,,,Closed,10/29/2016 11:03:05 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/30/2016 12:00:00 AM,16 BROOKLYN,BROOKLYN,1009481.0,186665.0,Unspecified,BROOKLYN,,,,,,,,40.67899310846538,-73.90903425606713,"(40.678993108465384, -73.90903425606713)"
177613,34432397,09/29/2016 12:00:00 AM,10/13/2016 04:25:24 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,Commercial Building,11412,187-05 LINDEN BOULEVARD,LINDEN BOULEVARD,NEWBURG STREET,MEXICO STREET,,,ADDRESS,Saint Albans,,,Closed,10/29/2016 12:00:17 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/13/2016 04:25:24 PM,12 QUEENS,QUEENS,1049373.0,191493.0,Unspecified,QUEENS,,,,,,,,40.69204122441217,-73.76516477888866,"(40.69204122441217, -73.76516477888866)"
177614,34432407,09/29/2016 12:00:00 AM,09/29/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10002,40 GOUVERNEUR STREET,GOUVERNEUR STREET,,,,,LATLONG,NEW YORK,,,Closed,10/29/2016 01:34:59 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/29/2016 01:40:22 PM,Unspecified MANHATTAN,MANHATTAN,988824.0,198946.0,Unspecified,MANHATTAN,,,,,,,,40.71273637689226,-73.98350093637485,"(40.71273637689226, -73.98350093637485)"
177615,34432695,09/29/2016 12:00:00 AM,10/26/2016 04:39:39 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,Other (Explain Below),11201,120 SCHERMERHORN STREET,SCHERMERHORN STREET,,,,,LATLONG,BROOKLYN,,,Closed,10/29/2016 04:03:03 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/26/2016 04:39:39 PM,Unspecified BROOKLYN,BROOKLYN,987311.0,190554.0,Unspecified,BROOKLYN,,,,,,,,40.68970295463445,-73.98896235516268,"(40.689702954634456, -73.98896235516268)"
177616,34432851,09/29/2016 12:00:00 AM,11/30/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,1-2 Family Dwelling,10314,11 NADAL PLACE,NADAL PLACE,FIELDSTONE ROAD,COMMERCE STREET,,,ADDRESS,STATEN ISLAND,,,Closed,10/29/2016 10:12:40 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,11/30/2016 12:00:00 AM,02 STATEN ISLAND,STATEN ISLAND,937830.0,162680.0,Unspecified,STATEN ISLAND,,,,,,,,40.613073829225634,-74.16719360609069,"(40.61307382922563, -74.16719360609069)"
177617,34433114,09/29/2016 12:00:00 AM,10/04/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Commercial Building,11205,269 CARLTON AVENUE,CARLTON AVENUE,,,,,LATLONG,BROOKLYN,,,Closed,10/29/2016 09:36:19 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/04/2016 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,992046.0,190548.0,Unspecified,BROOKLYN,,,,,,,,40.68968358180279,-73.9718884497223,"(40.68968358180279, -73.9718884497223)"
177618,34433233,09/29/2016 12:00:00 AM,10/13/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,10306,49 SEAFOAM STREET,SEAFOAM STREET,DUSTAN STREET,CEDAR GROVE AVENUE,,,ADDRESS,STATEN ISLAND,,,Closed,10/29/2016 09:05:47 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/13/2016 12:00:00 AM,02 STATEN ISLAND,STATEN ISLAND,956652.0,144727.0,Unspecified,STATEN ISLAND,,,,,,,,40.563875075982025,-74.09932807332541,"(40.563875075982025, -74.0993280733254)"
177620,34433261,09/29/2016 12:00:00 AM,10/07/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10040,146 HILLSIDE AVENUE,HILLSIDE AVENUE,,,,,LATLONG,NEW YORK,,,Closed,10/29/2016 12:08:13 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/07/2016 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,1004703.0,252735.0,Unspecified,MANHATTAN,,,,,,,,40.86035025435145,-73.92605938304492,"(40.860350254351445, -73.92605938304492)"
177621,34433262,09/29/2016 12:00:00 AM,09/29/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11238,85 EASTERN PARKWAY,EASTERN PARKWAY,UNDERHILL AVENUE,BEND,,,ADDRESS,BROOKLYN,,,Closed,10/29/2016 06:36:11 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/29/2016 06:59:51 AM,08 BROOKLYN,BROOKLYN,993681.0,184352.0,Unspecified,BROOKLYN,,,,,,,,40.67267537962093,-73.96600148493009,"(40.67267537962093, -73.9660014849301)"
177622,34433271,09/29/2016 12:00:00 AM,09/29/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10452,1064 WALTON AVENUE,WALTON AVENUE,,,,,LATLONG,BRONX,,,Closed,10/29/2016 11:59:16 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/29/2016 12:03:27 PM,Unspecified BRONX,BRONX,1006089.0,242310.0,Unspecified,BRONX,,,,,,,,40.8317333862497,-73.9210827443137,"(40.8317333862497, -73.92108274431368)"
177623,34433524,09/29/2016 12:00:00 AM,10/14/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Parking Lot/Garage,11419,108-12 ATLANTIC AVE,ATLANTIC AVE,,,,,LATLONG,SOUTH RICHMOND HILL,,,Closed,10/29/2016 03:03:58 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/14/2016 12:00:00 AM,Unspecified QUEENS,QUEENS,1029474.0,191148.0,Unspecified,QUEENS,,,,,,,,40.69121833329153,-73.83692320096381,"(40.69121833329153, -73.83692320096381)"
177625,34433852,09/29/2016 12:00:00 AM,09/29/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10030,127 WEST  135 STREET,WEST  135 STREET,LENOX AVENUE,7 AVENUE,,,ADDRESS,NEW YORK,,,Closed,10/29/2016 10:11:24 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/29/2016 10:21:34 AM,10 MANHATTAN,MANHATTAN,1000306.0,236062.0,Unspecified,MANHATTAN,,,,,,,,40.814596807116324,-73.9419950953936,"(40.81459680711632, -73.9419950953936)"
177626,34433896,09/29/2016 12:00:00 AM,09/29/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,10011,226 WEST 21ST STREET,WEST 21ST STREET,,,,,LATLONG,NEW YORK,,,Closed,10/29/2016 04:02:55 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/29/2016 04:07:05 PM,Unspecified MANHATTAN,MANHATTAN,984814.0,210018.0,Unspecified,MANHATTAN,,,,,,,,40.74312748117028,-73.99796464438596,"(40.743127481170276, -73.99796464438596)"
177627,34433897,09/29/2016 12:00:00 AM,10/18/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,Other (Explain Below),10128,,,,,EAST 96 STREET,LEXINGTON AVENUE,INTERSECTION,NEW YORK,,,Closed,10/29/2016 12:46:08 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/18/2016 12:00:00 AM,08 MANHATTAN,MANHATTAN,997839.0,225593.0,Unspecified,MANHATTAN,,,,,,,,40.78586640588561,-73.9509287180596,"(40.785866405885606, -73.9509287180596)"
177628,34434059,09/29/2016 12:00:00 AM,09/30/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11212,187 GRAFTON STREET,GRAFTON STREET,BLAKE AVENUE,DUMONT AVENUE,,,ADDRESS,BROOKLYN,,,Closed,10/29/2016 01:35:16 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/30/2016 12:00:00 AM,16 BROOKLYN,BROOKLYN,1007016.0,181064.0,Unspecified,BROOKLYN,,,,,,,,40.6636263072262,-73.91794027292033,"(40.663626307226195, -73.91794027292033)"
